,attrs,label,level,site,tag,text,url
679,{},None,8,fullfact,h3,Get In Touch,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
680,{},None,8,fullfact,p,team@fullfact.org,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
681,{'href': 'mailto:team@fullfact.org'},None,9,fullfact,a,team@fullfact.org,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
682,{'class': ['phone']},None,8,fullfact,p,020 3397 5140,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
683,{},None,8,fullfact,address,"2 Carlton Gardens, London, SW1Y 5AA",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
684,"{'class': ['clearfix', 'visible-xs']}",None,7,fullfact,div,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
685,"{'class': ['clearfix', 'hidden-xs', 'hidden-sm', 'col-gutter-bottom']}",None,7,fullfact,div,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
686,"{'class': ['col-md-6', 'no-padding']}",None,7,fullfact,div,"TwitterLinkedInFacebookThanks to Bytemark for donating our web hosting, and Alamy for providing stock photos.A registered charity (no. 1158683) and a non-profit company (no. 6975984) limited by guarantee and registered in England and Wales. © Copyright 2010 - 2018 Full Fact.Privacy,  terms and conditions.",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
687,"{'class': ['col-sm-1', 'col-md-12', 'col-lg-12', 'social-navbar', 'social-navbar-md', 'social-navbar-inline']}",None,8,fullfact,div,TwitterLinkedInFacebook,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
688,{},None,9,fullfact,ul,TwitterLinkedInFacebook,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
689,{'class': ['twitter']},None,10,fullfact,li,Twitter,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
690,{'href': 'http://twitter.com/fullfact'},None,11,fullfact,a,Twitter,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
691,{'class': ['linkedin']},None,10,fullfact,li,LinkedIn,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
692,{'href': 'http://www.linkedin.com/company/fullfact'},None,11,fullfact,a,LinkedIn,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
693,{'class': ['facebook']},None,10,fullfact,li,Facebook,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
694,{'href': 'http://facebook.com/fullfact.org'},None,11,fullfact,a,Facebook,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
695,"{'class': ['clearfix', 'hidden-sm']}",None,8,fullfact,div,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
696,"{'class': ['col-sm-8', 'visible-sm', 'footer-logo', 'footer-logo-tablet']}",None,8,fullfact,div,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
697,"{'src': '/static/img/logo.png', 'alt': 'Full Fact'}",None,9,fullfact,img,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
698,"{'class': ['footer-copyright', 'visible-xs']}",None,8,fullfact,div,"Thanks to Bytemark for donating our web hosting, and Alamy for providing stock photos.A registered charity (no. 1158683) and a non-profit company (no. 6975984) limited by guarantee and registered in England and Wales. © Copyright 2010 - 2018 Full Fact.Privacy,  terms and conditions.",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
699,{'class': ['large-line-height']},None,9,fullfact,p,"Thanks to Bytemark for donating our web hosting, and Alamy for providing stock photos.",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
700,{},None,10,fullfact,strong,Bytemark,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
701,{'href': 'https://bytemark.co.uk/'},None,11,fullfact,a,Bytemark,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
702,{'href': 'http://www.alamy.com/'},None,10,fullfact,a,Alamy,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
703,{},None,9,fullfact,p,A registered charity (no. 1158683) and a non-profit company (no. 6975984) limited by guarantee and registered in England and Wales. © Copyright 2010 - 2018 Full Fact.,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
704,{'href': 'http://apps.charitycommission.gov.uk/Showcharity/RegisterOfCharities/CharityFramework.aspx?RegisteredCharityNumber=1158683&SubsidiaryNumber=0'},None,10,fullfact,a,1158683,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
705,{'id': 'charity-no'},None,11,fullfact,span,1158683,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
706,{},None,9,fullfact,p,"Privacy,  terms and conditions.",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
707,{'href': '/terms-and-conditions/'},None,10,fullfact,a,"Privacy,  terms and conditions",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
708,{},None,11,fullfact,b,"Privacy,  terms and conditions",http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
709,"{'class': ['col-xs-6', 'col-sm-12', 'hidden-md', 'hidden-lg', 'back-to-top-wrap', 'no-padding']}",None,7,fullfact,div,Back to top,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
710,"{'href': '#', 'class': ['btn', 'btn-bg-blue', 'btn-large-tablet']}",None,8,fullfact,a,Back to top,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
711,"{'class': ['col-xs-6', 'col-md-6', 'hidden-sm', 'footer-logo']}",None,7,fullfact,div,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
712,"{'src': '/static/img/logo.png', 'alt': 'Full Fact'}",None,8,fullfact,img,,http://fullfact.org/economy/england-v-wales-how-bad-are-roads/
713,{},None,0,fullfact,[document],"{    ""@context"": ""http://schema.org"",    ""@type"": ""NewsArticle"",    ""headline"": ""Is the UK still the fastest growing G7 economy?"",    ""datePublished"": ""2017-05-19T16:38:07.148409+01:00"",    ""dateModified"": ""2017-05-19T16:38:07.341654+01:00"",    ""mainEntityOfPage"":{      ""@type"":""WebPage"",      ""@id"":""https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/""    },    ""image"": {      ""@type"": ""ImageObject"",      ""url"": ""https://fullfact.org/media/uploads/g7-image.jpg"",      ""height"": 630,      ""width"": 1200    },    ""author"": {      ""@type"": ""Person"",      ""name"": ""Full Fact team""    },     ""publisher"": {      ""@type"": ""Organization"",      ""name"": ""Full Fact"",      ""logo"": {        ""@type"": ""ImageObject"",        ""url"": ""https://fullfact.org/static/img/schema_logo.png"",        ""width"": 90,        ""height"": 60      }    },    ""description"": ""Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.""  }  Is the UK still th",http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
714,{},None,1,fullfact,html,"{    ""@context"": ""http://schema.org"",    ""@type"": ""NewsArticle"",    ""headline"": ""Is the UK still the fastest growing G7 economy?"",    ""datePublished"": ""2017-05-19T16:38:07.148409+01:00"",    ""dateModified"": ""2017-05-19T16:38:07.341654+01:00"",    ""mainEntityOfPage"":{      ""@type"":""WebPage"",      ""@id"":""https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/""    },    ""image"": {      ""@type"": ""ImageObject"",      ""url"": ""https://fullfact.org/media/uploads/g7-image.jpg"",      ""height"": 630,      ""width"": 1200    },    ""author"": {      ""@type"": ""Person"",      ""name"": ""Full Fact team""    },     ""publisher"": {      ""@type"": ""Organization"",      ""name"": ""Full Fact"",      ""logo"": {        ""@type"": ""ImageObject"",        ""url"": ""https://fullfact.org/static/img/schema_logo.png"",        ""width"": 90,        ""height"": 60      }    },    ""description"": ""Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.""  }  Is the UK still th",http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
715,{},None,2,fullfact,head,"{    ""@context"": ""http://schema.org"",    ""@type"": ""NewsArticle"",    ""headline"": ""Is the UK still the fastest growing G7 economy?"",    ""datePublished"": ""2017-05-19T16:38:07.148409+01:00"",    ""dateModified"": ""2017-05-19T16:38:07.341654+01:00"",    ""mainEntityOfPage"":{      ""@type"":""WebPage"",      ""@id"":""https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/""    },    ""image"": {      ""@type"": ""ImageObject"",      ""url"": ""https://fullfact.org/media/uploads/g7-image.jpg"",      ""height"": 630,      ""width"": 1200    },    ""author"": {      ""@type"": ""Person"",      ""name"": ""Full Fact team""    },     ""publisher"": {      ""@type"": ""Organization"",      ""name"": ""Full Fact"",      ""logo"": {        ""@type"": ""ImageObject"",        ""url"": ""https://fullfact.org/static/img/schema_logo.png"",        ""width"": 90,        ""height"": 60      }    },    ""description"": ""Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.""  }  Is the UK still th",http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
716,"{'name': 'description', 'content': 'Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
717,"{'property': 'og:title', 'content': 'Is the UK still the fastest growing G7 economy?'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
718,"{'property': 'og:url', 'content': 'https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
719,"{'property': 'og:description', 'content': 'Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
720,"{'property': 'og:image', 'content': 'https://fullfact.org/media/_versions/g7-image_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
721,"{'property': 'og:type', 'content': 'article'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
722,"{'property': 'og:site_name', 'content': 'Full Fact'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
723,"{'name': 'twitter:domain', 'content': 'fullfact.org'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
724,"{'name': 'twitter:card', 'content': 'summary_large_image'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
725,"{'name': 'twitter:title', 'content': 'Is the UK still the fastest growing G7 economy?'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
726,"{'name': 'twitter:url', 'content': 'https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
727,"{'name': 'twitter:description', 'content': 'Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
728,"{'name': 'twitter:image', 'content': 'https://fullfact.org/media/_versions/g7-image_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
729,"{'name': 'twitter:site', 'content': '@FullFact'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
730,"{'itemprop': 'name', 'content': 'Is the UK still the fastest growing G7 economy?'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
731,"{'itemprop': 'url', 'content': 'https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
732,"{'itemprop': 'description', 'content': 'Germany and the UK both grew at the same rate in 2016, according to the latest data available. It may yet be revised.'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
733,"{'itemprop': 'image', 'content': 'https://fullfact.org/media/_versions/g7-image_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
734,{'charset': 'utf-8'},None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
735,"{'name': 'viewport', 'content': 'width=device-width'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
736,"{'content': 'yes', 'name': 'apple-mobile-web-app-capable'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
737,"{'name': 'apple-mobile-web-app-status-bar-style', 'content': 'black-translucent'}",None,3,fullfact,meta,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
738,"{'rel': ['canonical'], 'href': 'https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
739,"{'rel': ['amphtml'], 'href': 'https://fullfact.org/economy/uk-still-fastest-growing-g7-economy/?amp=1'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
740,"{'rel': ['profile'], 'href': 'http://gmpg.org/xfn/11'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
741,"{'rel': ['shortcut', 'icon'], 'href': '/static/img/favicon.ico'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
742,{},Title,3,fullfact,title,Is the UK still the fastest growing G7 economy? -  Full Fact,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
743,"{'href': '/static/lib/bootstrap-3.3.6-dist/css/bootstrap.min.css', 'rel': ['stylesheet'], 'media': 'screen'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
744,"{'href': '/static/css/new-styles.min.css?v=69', 'rel': ['stylesheet'], 'media': 'screen'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
745,"{'rel': ['stylesheet'], 'media': 'print', 'href': '/static/css/print.min.css?v=3'}",None,3,fullfact,link,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
746,{},None,3,fullfact,noscript,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
747,"{'height': '1', 'width': '1', 'alt': '', 'style': 'display:none', 'src': 'https://www.facebook.com/tr?id=736670223119754&ev=PixelInitialized'}",None,4,fullfact,img,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
748,"{'class': ['article', '']}",None,2,fullfact,body,"Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate×CloseHomeEconomyIs the UK still the fastest growing G7 economy?Is the UK still the fastest growing G7 economy?Published: 19th May 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimThe UK economy is growing more quickly than any of the other G7 countries.ConclusionIn 2016, the UK economy seems to have grown faster than any G7 country bar Germany, which grew at essentially the same rate.“We are already… the fastest growing economy in the G7”Conservative Party manifesto, 18 May 2017This claim is justifiable, but it’s not at all clear cut.The UK boasted the fastest growing economy of the ‘G7’ coun",http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
749,{'id': 'wrapper'},None,3,fullfact,div,"Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate×CloseHomeEconomyIs the UK still the fastest growing G7 economy?Is the UK still the fastest growing G7 economy?Published: 19th May 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimThe UK economy is growing more quickly than any of the other G7 countries.ConclusionIn 2016, the UK economy seems to have grown faster than any G7 country bar Germany, which grew at essentially the same rate.“We are already… the fastest growing economy in the G7”Conservative Party manifesto, 18 May 2017This claim is justifiable, but it’s not at all clear cut.The UK boasted the fastest growing economy of the ‘G7’ coun",http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
750,"{'class': ['navbar', 'navbar-inverse', 'navbar-sharp', 'navbar-main', 'navbar-fixed-top']}",None,4,fullfact,nav,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
751,{'class': ['container']},None,5,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
752,"{'class': ['col-lg-10', 'col-main-left', 'no-padding-right', 'no-padding-left']}",None,6,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
753,{'class': ['navbar-header']},None,7,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuClose,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
754,{'class': ['brand-tagline']},None,8,fullfact,h1,Full Fact - The UK’s independent factchecking charity,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
755,{'class': ['sr-only']},None,9,fullfact,span,Full Fact -,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
756,"{'class': ['navbar-brand', 'navbar-brand-mobile', 'hidden-lg'], 'href': '/'}",None,8,fullfact,a,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
757,"{'src': '/static/img/logo.png', 'class': ['banner-logo'], 'alt': 'Full Fact'}",None,9,fullfact,img,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
758,"{'class': ['navbar-toggle', 'collapsed', 'hidden-lg'], 'data-target': '#navbar-main-collapse', 'data-toggle': 'collapse', 'type': 'button'}",None,8,fullfact,button,MenuClose,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
759,{'class': ['icon-bar-wrap']},None,9,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
760,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
761,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
762,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
763,{'class': ['icon-close-icon-wrap']},None,9,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
764,{'class': ['icon-close']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
765,{'class': ['title']},None,9,fullfact,span,Menu,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
766,"{'class': ['title', 'title-closed']}",None,9,fullfact,span,Close,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
767,"{'action': '/search/', 'class': ['visible-sm', 'visible-md', 'col-sm-4', 'navbar-form', 'navbar-form-tablet'], 'id': 'searchformTablet', 'method': 'get', 'name': 'searchformTablet', 'role': 'search'}",None,8,fullfact,form,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
768,"{'class': ['btn', 'btn-default'], 'type': 'submit'}",None,9,fullfact,button,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
769,{'class': ['icon-search']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
770,{'class': ['form-group']},None,9,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
771,"{'class': ['form-control'], 'id': 'navbar-form-input-tablet', 'name': 'q', 'type': 'text', 'value': ''}",None,10,fullfact,input,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
772,"{'class': ['collapse', 'navbar-collapse', 'collapse', 'visible-lg']}",None,7,fullfact,div,HomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
773,"{'class': ['nav', 'navbar-nav', 'nav-bar-pages']}",None,8,fullfact,ul,HomeAboutBlogContactToolkitDonate,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
774,{},None,9,fullfact,li,Home,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
775,{'href': '/'},None,10,fullfact,a,Home,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
776,{},None,9,fullfact,li,About,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
777,{'href': '/about'},None,10,fullfact,a,About,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
778,{},None,9,fullfact,li,Blog,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
779,{'href': '/blog/'},None,10,fullfact,a,Blog,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
780,{},None,9,fullfact,li,Contact,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
781,{'href': '/about/contact/'},None,10,fullfact,a,Contact,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
782,{},None,9,fullfact,li,Toolkit,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
783,{'href': '/toolkit/'},None,10,fullfact,a,Toolkit,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
784,{},None,9,fullfact,li,Donate,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
785,"{'href': '/donate/', 'style': 'color: #fff714;'}",None,10,fullfact,a,Donate,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
786,{'class': ['clearfix']},None,8,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
787,"{'class': ['nav', 'navbar-nav', 'nav-bar-categories', 'nav-bar-categories-lg', 'col-lg-9']}",None,8,fullfact,ul,EconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
788,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Economy,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
789,{'href': '/economy/'},None,10,fullfact,a,Economy,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
790,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Europe,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
791,{'href': '/europe/'},None,10,fullfact,a,Europe,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
792,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Health,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
793,{'href': '/health/'},None,10,fullfact,a,Health,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
794,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Crime,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
795,{'href': '/crime/'},None,10,fullfact,a,Crime,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
796,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Education,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
797,{'href': '/education/'},None,10,fullfact,a,Education,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
798,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Immigration,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
799,{'href': '/immigration/'},None,10,fullfact,a,Immigration,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
800,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Law,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
801,{'href': '/law/'},None,10,fullfact,a,Law,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
802,"{'action': '/search/', 'class': ['hidden-xs', 'col-sm-4', 'col-md-3', 'col-lg-3', 'navbar-form', 'navbar-form-lg'], 'id': 'searchform', 'method': 'get', 'name': 'searchform', 'role': 'search'}",None,8,fullfact,form,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
803,"{'class': ['btn', 'btn-default'], 'type': 'submit'}",None,9,fullfact,button,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
804,{'class': ['icon-search']},None,10,fullfact,span,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
805,{'class': ['form-group']},None,9,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
806,"{'class': ['form-control'], 'id': 'navbar-form-input', 'name': 'q', 'type': 'text', 'value': ''}",None,10,fullfact,input,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
807,"{'class': ['col-lg-2', 'visible-lg', 'col-main-right', 'no-padding']}",None,6,fullfact,div,FacebookTwitterLinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
808,{'class': ['col-lg-9']},None,7,fullfact,div,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
809,"{'class': ['navbar-brand'], 'href': '/'}",None,8,fullfact,a,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
810,"{'src': '/static/img/logo.png', 'class': ['banner-logo'], 'alt': 'Full Fact'}",None,9,fullfact,img,,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
811,"{'class': ['col-lg-3', 'social-navbar']}",None,7,fullfact,div,FacebookTwitterLinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
812,{},None,8,fullfact,ul,FacebookTwitterLinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
813,{'class': ['facebook']},None,9,fullfact,li,Facebook,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
814,{'href': 'http://facebook.com/fullfact.org'},None,10,fullfact,a,Facebook,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
815,{'class': ['twitter']},None,9,fullfact,li,Twitter,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
816,{'href': 'http://twitter.com/fullfact'},None,10,fullfact,a,Twitter,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
817,{'class': ['linkedin']},None,9,fullfact,li,LinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
818,{'href': 'http://www.linkedin.com/company/fullfact'},None,10,fullfact,a,LinkedIn,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
819,"{'class': ['collapse', 'navbar-collapse', 'collapse', 'hidden-lg', 'no-padding', 'navbar-collapse-mobile'], 'id': 'navbar-main-collapse'}",None,5,fullfact,div,AboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
820,"{'class': ['nav', 'navbar-nav', 'nav-bar-categories', 'col-lg-9']}",None,6,fullfact,ul,AboutEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
821,{},None,7,fullfact,li,About,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
822,"{'href': '/about', 'class': ['container', 'no-padding']}",None,8,fullfact,a,About,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
823,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Economy,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
824,"{'href': '/economy/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Economy,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
825,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Europe,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
826,"{'href': '/europe/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Europe,http://fullfact.org/economy/uk-still-fastest-growing-g7-economy/
