,label,tag,text,attrs,level,url,language
84,None,sup,NOT TEXT,{},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
85,None,span,NOT TEXT,{'class': ['appc-credit']},7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
86,None,div,NOT TEXT,"{'class': ['d-none', 'd-md-inline', 'col-5', 'col-xl-3']}",6,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
87,None,div,NOT TEXT,{'class': ['fc-social-media-header']},7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
88,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
89,None,a,,{'href': 'https://www.facebook.com/factcheck.org'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
90,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-facebook-mini.png', 'alt': 'Become a Facebook fan'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
91,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
92,None,a,,{'href': 'https://www.twitter.com/factcheckdotorg'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
93,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-twitter.png', 'alt': 'Follow us on Twitter'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
94,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
95,None,a,,{'href': 'https://www.factcheck.org/feed/'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
96,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-rss.png', 'alt': 'Get the RSS feed'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
97,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
98,None,a,,{'href': 'http://factcheckdotorg.tumblr.com/'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
99,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-tumblr.png', 'alt': 'Follow us on Tumblr'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
100,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
101,None,a,,{'href': 'https://www.factcheck.org/subscribe/'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
102,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-email.png', 'alt': 'Sign up for the email newsletter'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
103,None,div,NOT TEXT,{'class': ['fc-social-media-header-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
104,None,a,,{'href': 'https://giving.aws.cloud.upenn.edu/?fastStart=simpleForm&program=ANS&fund=602014'},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
105,None,img,NOT TEXT,"{'src': 'https://cdn.factcheck.org/UploadedFiles/fc-icon-donate.png', 'alt': 'Help us hold politicians accountable. '}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
106,None,div,NOT TEXT,"{'class': ['wrapper-fluid', 'wrapper-navbar'], 'id': 'wrapper-navbar'}",4,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
107,None,a,Skip to content,"{'class': ['skip-link', 'screen-reader-text', 'sr-only'], 'href': '#content'}",5,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
108,None,nav,NOT TEXT,"{'class': ['navbar', 'navbar-expand-md', 'navbar-light', 'bg-light']}",5,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
109,None,div,NOT TEXT,{'class': ['container']},6,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
110,None,button,NOT TEXT,"{'class': ['navbar-toggler'], 'type': 'button', 'data-toggle': 'collapse', 'data-target': '#navbarNavDropdown', 'aria-controls': 'navbarNavDropdown', 'aria-expanded': 'false', 'aria-label': 'Toggle navigation'}",7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
111,None,span,NOT TEXT,{'class': ['navbar-toggler-icon']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
112,None,a,FactCheck.org®,"{'aria-label': 'FactCheck.org', 'rel': ['home'], 'href': 'https://www.factcheck.org/', 'class': ['logo', 'logo-xs']}",7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
113,None,span,NOT TEXT,{'class': ['logotype']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
114,None,span,NOT TEXT,{'class': ['text-fc-red']},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
115,None,sup,NOT TEXT,{},9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
116,None,div,NOT TEXT,"{'id': 'navbarNavDropdown', 'class': ['collapse', 'navbar-collapse']}",7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
117,None,ul,NOT TEXT,"{'id': 'main-menu', 'class': ['navbar-nav']}",8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
118,None,li,Home,"{'id': 'menu-item-75121', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-home', 'nav-item', 'menu-item-75121']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
119,None,a,Home,"{'title': 'Home', 'href': 'https://www.factcheck.org', 'class': ['nav-link']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
120,None,li,Articles FeaturedThe WireSciCheckDebunking False Stories,"{'id': 'menu-item-75124', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-has-children', 'nav-item', 'menu-item-75124', 'dropdown']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
121,None,a,Articles,"{'title': 'Articles', 'href': '#', 'data-toggle': 'dropdown', 'class': ['nav-link', 'dropdown-toggle']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
122,None,span,NOT TEXT,{'class': ['caret']},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
123,None,ul,NOT TEXT,"{'class': ['', 'dropdown-menu'], 'role': 'menu'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
124,None,li,Featured,"{'id': 'menu-item-46782', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-46782']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
125,None,a,Featured,"{'title': 'Featured', 'href': 'https://www.factcheck.org/articles/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
126,None,li,The Wire,"{'id': 'menu-item-46900', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-46900']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
127,None,a,The Wire,"{'title': 'The Wire', 'href': 'https://www.factcheck.org/the-factcheck-wire/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
128,None,li,SciCheck,"{'id': 'menu-item-121568', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-121568']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
129,None,a,SciCheck,"{'title': 'SciCheck', 'href': 'https://www.factcheck.org/scicheck/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
130,None,li,Debunking False Stories,"{'id': 'menu-item-125157', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-125157']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
131,None,a,Debunking False Stories,"{'title': 'Debunking False Stories', 'href': 'https://www.factcheck.org/fake-news/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
132,None,li,Ask a Question Ask FactCheckAsk SciCheck,"{'id': 'menu-item-121564', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-has-children', 'nav-item', 'menu-item-121564', 'dropdown']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
133,None,a,Ask a Question,"{'title': 'Ask a Question', 'href': '#', 'data-toggle': 'dropdown', 'class': ['nav-link', 'dropdown-toggle']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
134,None,span,NOT TEXT,{'class': ['caret']},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
135,None,ul,NOT TEXT,"{'class': ['', 'dropdown-menu'], 'role': 'menu'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
136,None,li,Ask FactCheck,"{'id': 'menu-item-75166', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-75166']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
137,None,a,Ask FactCheck,"{'title': 'Ask FactCheck', 'href': 'https://www.factcheck.org/askfactcheck/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
138,None,li,Ask SciCheck,"{'id': 'menu-item-121565', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-121565']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
139,None,a,Ask SciCheck,"{'title': 'Ask SciCheck', 'href': 'https://www.factcheck.org/askscicheck/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
140,None,li,Donate,"{'id': 'menu-item-135871', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'nav-item', 'menu-item-135871']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
141,None,a,Donate,"{'title': 'Donate', 'href': 'https://giving.aws.cloud.upenn.edu/fund?fastStart=simpleForm&program=ANS&fund=602014', 'class': ['nav-link']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
142,None,li,Archives President TrumpPaul RyanMitch McConnellChuck SchumerNancy PelosijobsRussia investigationclimate changeimmigrationView All,"{'id': 'menu-item-75144', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-has-children', 'nav-item', 'menu-item-75144', 'dropdown']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
143,None,a,Archives,"{'title': 'Archives', 'href': '#', 'data-toggle': 'dropdown', 'class': ['nav-link', 'dropdown-toggle']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
144,None,span,NOT TEXT,{'class': ['caret']},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
145,None,ul,NOT TEXT,"{'class': ['', 'dropdown-menu'], 'role': 'menu'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
146,None,li,President Trump,"{'id': 'menu-item-118869', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-person', 'nav-item', 'menu-item-118869']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
147,None,a,President Trump,"{'title': 'President Trump', 'href': 'https://www.factcheck.org/person/donald-trump/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
148,None,li,Paul Ryan,"{'id': 'menu-item-100503', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-person', 'nav-item', 'menu-item-100503']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
149,None,a,Paul Ryan,"{'title': 'Paul Ryan', 'href': 'https://www.factcheck.org/person/paul-ryan/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
150,None,li,Mitch McConnell,"{'id': 'menu-item-82664', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-person', 'nav-item', 'menu-item-82664']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
151,None,a,Mitch McConnell,"{'title': 'Mitch McConnell', 'href': 'https://www.factcheck.org/person/mitch-mcconnell/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
152,None,li,Chuck Schumer,"{'id': 'menu-item-118179', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-person', 'nav-item', 'menu-item-118179']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
153,None,a,Chuck Schumer,"{'title': 'Chuck Schumer', 'href': 'https://www.factcheck.org/person/chuck-schumer/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
154,None,li,Nancy Pelosi,"{'id': 'menu-item-118180', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-person', 'nav-item', 'menu-item-118180']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
155,None,a,Nancy Pelosi,"{'title': 'Nancy Pelosi', 'href': 'https://www.factcheck.org/person/nancy-pelosi/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
156,None,li,jobs,"{'id': 'menu-item-118865', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-issue', 'nav-item', 'menu-item-118865']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
157,None,a,jobs,"{'title': 'jobs', 'href': 'https://www.factcheck.org/issue/jobs/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
158,None,li,Russia investigation,"{'id': 'menu-item-141415', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-issue', 'nav-item', 'menu-item-141415']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
159,None,a,Russia investigation,"{'title': 'Russia investigation', 'href': 'https://www.factcheck.org/issue/russia-investigation/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
160,None,li,climate change,"{'id': 'menu-item-101750', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-issue', 'nav-item', 'menu-item-101750']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
161,None,a,climate change,"{'title': 'climate change', 'href': 'https://www.factcheck.org/issue/climate-change/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
162,None,li,immigration,"{'id': 'menu-item-86805', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-issue', 'nav-item', 'menu-item-86805']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
163,None,a,immigration,"{'title': 'immigration', 'href': 'https://www.factcheck.org/issue/immigration/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
164,None,li,View All,"{'id': 'menu-item-46906', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-46906']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
165,None,a,View All,"{'title': 'View All', 'href': 'https://www.factcheck.org/archives/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
166,None,li,About Us Our MissionOur ProcessOur FundingOur StaffUndergraduate FellowsAwardsContact Us,"{'id': 'menu-item-75727', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-has-children', 'nav-item', 'menu-item-75727', 'dropdown']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
167,None,a,About Us,"{'title': 'About Us', 'href': '#', 'data-toggle': 'dropdown', 'class': ['nav-link', 'dropdown-toggle']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
168,None,span,NOT TEXT,{'class': ['caret']},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
169,None,ul,NOT TEXT,"{'class': ['', 'dropdown-menu'], 'role': 'menu'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
170,None,li,Our Mission,"{'id': 'menu-item-75731', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-75731']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
171,None,a,Our Mission,"{'title': 'Our Mission', 'href': 'https://www.factcheck.org/about/our-mission/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
172,None,li,Our Process,"{'id': 'menu-item-117787', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-117787']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
173,None,a,Our Process,"{'title': 'Our Process', 'href': 'https://www.factcheck.org/our-process/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
174,None,li,Our Funding,"{'id': 'menu-item-75730', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-75730']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
175,None,a,Our Funding,"{'title': 'Our Funding', 'href': 'https://www.factcheck.org/our-funding/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
176,None,li,Our Staff,"{'id': 'menu-item-75728', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-75728']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
177,None,a,Our Staff,"{'title': 'Our Staff', 'href': 'https://www.factcheck.org/our-staff/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
178,None,li,Undergraduate Fellows,"{'id': 'menu-item-103776', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-103776']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
179,None,a,Undergraduate Fellows,"{'title': 'Undergraduate Fellows', 'href': 'https://www.factcheck.org/undergraduate-fellows/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
180,None,li,Awards,"{'id': 'menu-item-76678', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-76678']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
181,None,a,Awards,"{'title': 'Awards', 'href': 'https://www.factcheck.org/awards/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
182,None,li,Contact Us,"{'id': 'menu-item-75729', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-75729']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
183,None,a,Contact Us,"{'title': 'Contact Us', 'href': 'https://www.factcheck.org/about/contact-us/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
184,None,li,Search,"{'id': 'menu-item-75130', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-75130']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
185,None,a,Search,"{'title': 'Search', 'href': 'https://www.factcheck.org/search/', 'class': ['nav-link']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
186,None,li,More Viral ClaimsFactCheck On the AirParty LinesMailbagQuiz Archive2016 Elections,"{'id': 'menu-item-75125', 'class': ['menu-item', 'menu-item-type-custom', 'menu-item-object-custom', 'menu-item-has-children', 'nav-item', 'menu-item-75125', 'dropdown']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
187,None,a,More,"{'title': 'More', 'href': '#', 'data-toggle': 'dropdown', 'class': ['nav-link', 'dropdown-toggle']}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
188,None,span,NOT TEXT,{'class': ['caret']},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
189,None,ul,NOT TEXT,"{'class': ['', 'dropdown-menu'], 'role': 'menu'}",10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
190,None,li,Viral Claims,"{'id': 'menu-item-46786', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-46786']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
191,None,a,Viral Claims,"{'title': 'Viral Claims', 'href': 'https://www.factcheck.org/hot-topics/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
192,None,li,FactCheck On the Air,"{'id': 'menu-item-75126', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-75126']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
193,None,a,FactCheck On the Air,"{'title': 'FactCheck On the Air', 'href': 'https://www.factcheck.org/on-the-air/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
194,None,li,Party Lines,"{'id': 'menu-item-75127', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-75127']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
195,None,a,Party Lines,"{'title': 'Party Lines', 'href': 'https://www.factcheck.org/party-lines/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
196,None,li,Mailbag,"{'id': 'menu-item-46908', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-46908']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
197,None,a,Mailbag,"{'title': 'Mailbag', 'href': 'https://www.factcheck.org/factcheck-mailbag/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
198,None,li,Quiz Archive,"{'id': 'menu-item-75129', 'class': ['menu-item', 'menu-item-type-taxonomy', 'menu-item-object-category', 'nav-item', 'menu-item-75129']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
199,None,a,Quiz Archive,"{'title': 'Quiz Archive', 'href': 'https://www.factcheck.org/quiz-archive/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
200,None,li,2016 Elections,"{'id': 'menu-item-134164', 'class': ['menu-item', 'menu-item-type-post_type', 'menu-item-object-page', 'nav-item', 'menu-item-134164']}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
201,None,a,2016 Elections,"{'title': '2016 Elections', 'href': 'https://www.factcheck.org/2016-elections/', 'class': ['nav-link']}",12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
202,None,div,NOT TEXT,"{'class': ['wrapper'], 'id': 'single-wrapper'}",4,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
203,None,div,NOT TEXT,"{'class': ['container'], 'id': 'content', 'tabindex': '-1'}",5,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
204,None,header,NOT TEXT,{'class': ['entry-header']},6,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
205,None,div,NOT TEXT,{'class': ['breadcrumb-category']},7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
206,None,a,Featured Posts,{'href': 'https://www.factcheck.org/featured-posts/'},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
207,None,a,The Wire,{'href': 'https://www.factcheck.org/the-factcheck-wire/'},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
208,Title,h1,Trump’s False Claims at NATO,{'class': ['entry-title']},7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
209,None,div,NOT TEXT,{'class': ['entry-meta']},7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
210,None,p,"By Eugene Kiely, D'Angelo Gore and Robert Farley",{'class': ['byline']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
211,None,a,Eugene Kiely,"{'href': 'https://www.factcheck.org/author/eugene-kiely/', 'title': 'Posts by Eugene Kiely', 'class': ['author', 'url', 'fn'], 'rel': ['author']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
212,None,a,D'Angelo Gore,"{'href': 'https://www.factcheck.org/author/dangelo-gore/', 'title': ""Posts by D'Angelo Gore"", 'class': ['author', 'url', 'fn'], 'rel': ['author']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
213,None,a,Robert Farley,"{'href': 'https://www.factcheck.org/author/robert-farley/', 'title': 'Posts by Robert Farley', 'class': ['author', 'url', 'fn'], 'rel': ['author']}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
214,Date,p,"Posted on July 12, 2018",{'class': ['posted-on']},8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
215,None,time,NOT TEXT,"{'class': ['entry-date', 'published', 'updated'], 'datetime': '2018-07-12T17:00:37+00:00'}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
216,None,hr,NOT TEXT,{},6,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
217,None,div,NOT TEXT,{'class': ['row']},6,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
218,None,div,NOT TEXT,"{'class': ['col-lg-8', 'content-area'], 'id': 'primary'}",7,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
219,None,main,NOT TEXT,"{'class': ['site-main'], 'id': 'main'}",8,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
220,None,article,NOT TEXT,"{'class': ['post-142825', 'post', 'type-post', 'status-publish', 'format-standard', 'has-post-thumbnail', 'hentry', 'category-featured-posts', 'category-the-factcheck-wire', 'location-international', 'issue-defense-spending', 'issue-nato', 'person-donald-trump'], 'id': 'post-142825'}",9,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
221,None,div,NOT TEXT,{'class': ['entry-content']},10,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
222,None,div,NOT TEXT,"{'class': ['at-above-post', 'addthis_tool'], 'data-url': 'https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/'}",11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
223,Body,p,"At the NATO summit in Brussels, President Donald Trump made several false statements about the defense spending of the member countries.",{},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
224,None,ul,NOT TEXT,{},11,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
225,Body,li,"The president falsely said “prior to last year” the amount other NATO countries spent on defense “was going down and down very substantially.” In fact, NATO Europe and Canada increased defense spending in 2015 and 2016.",{},12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
226,Body,li,"Trump also was wrong when he said that “many countries [in NATO] owe us a tremendous amount of money for many years back, where they’re delinquent … because the United States has had to pay for them.” Countries in the alliance that spend less than 2 percent of their GDP on their own defense are not required to pay countries that do.",{},12,https://www.factcheck.org/2018/07/trumps-false-claims-at-nato/,english
